Name,Age,Gender,Computer Network,Web Computing,Machine Learning,Data Warehouse and Mining,Statistics,Total,Percentage,Result
Mohammad Patel,23,Female,75,43,48,39,56,261,52.2,Successful
Myra Patel,20,Female,81,68,70,97,69,385,77,Successful
Vivaan Patel,19,Male,78,58,97,37,74,344,68.8,Successful
Shreyansh Sharma,19,Male,52,70,73,81,90,366,73.2,Successful
Neha Patel,21,Female,75,62,97,92,71,397,79.4,Successful
Nidhi Patel,21,Male,52,81,33,89,67,322,64.4,Successful
Aaryan Patel,24,Male,73,70,42,89,94,368,73.6,Successful
Aadi Sharma,24,Male,41,70,59,89,37,296,59.2,Successful
Aditi Sharma,21,Male,72,70,97,89,72,400,80,Successful
Vihaan Patel,21,Male,75,87,42,75,83,362,72.4,Successful
Reyansh Sharma,22,Female,53,85,97,58,59,352,70.4,Successful
Sai Shah,23,Male,52,74,81,89,94,390,78,Successful
Aadhya Sharma,23,Female,97,70,58,89,45,359,71.8,Successful
Ritik Shah,22,Male,57,85,97,49,98,386,77.2,Successful
Nidhi Patel,23,Female,34,70,88,46,60,298,59.6,Successful
Shaurya Shah,23,Male,53,86,97,89,96,421,84.2,Successful
Aryan Sharma,24,Male,52,70,67,89,45,323,64.6,Successful
Saanvi Shah,19,Female,38,52,62,76,36,264,52.8,Successful
Arnav Sharma,22,Female,97,70,46,89,45,347,69.4,Successful
Aadi Patel,24,Female,74,70,58,89,45,336,67.2,Successful
Shaurya Sharma,21,Male,52,99,97,89,45,382,76.4,Successful
Atharva Shah,19,Female,50,45,97,89,72,353,70.6,Successful
Neha Sharma,23,Male,95,70,87,83,57,392,78.4,Successful
Pranav Sharma,22,Female,52,70,56,44,51,273,54.6,Successful
Darsh Patel,20,Female,52,38,90,65,34,279,55.8,Successful
Pihu Patel,21,Male,66,33,97,37,60,293,58.6,Successful
Aarav Patel,20,Male,66,65,86,57,83,357,71.4,Successful
Ishaan Sharma,20,Male,56,59,78,45,86,324,64.8,Successful
Saanvi Patel,20,Female,54,40,59,37,89,279,55.8,Successful
Sai Sharma,24,Male,66,99,90,63,43,361,72.2,Successful
Aryan Patel,23,Female,80,70,44,41,72,307,61.4,Successful
Mohammad Shah,22,Female,89,35,97,89,45,355,71,Successful
Shreyansh Sharma,22,Male,86,65,97,84,80,412,82.4,Successful
Ishaan Sharma,21,Female,37,70,93,74,94,368,73.6,Successful
Aditya Sharma,22,Female,52,39,97,89,48,325,65,Successful
Mohammad Shah,20,Male,52,64,97,57,56,326,65.2,Successful
Sai Sharma,19,Male,74,70,97,91,45,377,75.4,Successful
Neha Sharma,19,Male,52,70,93,89,45,349,69.8,Successful
Riya Patel,22,Female,52,99,70,50,55,326,65.2,Successful
Pihu Shah,23,Male,52,96,55,68,49,320,64,Successful
Riya Patel,20,Male,52,70,46,89,53,310,62,Successful
Pranav Sharma,22,Male,74,64,97,89,45,369,73.8,Successful
Neha Patel,19,Female,52,45,97,42,45,281,56.2,Successful
Neha Sharma,19,Male,37,58,77,89,45,306,61.2,Successful
Ritik Sharma,20,Female,52,77,76,89,48,342,68.4,Successful
Aadhya Shah,22,Female,52,72,97,89,45,355,71,Successful
Aditya Patel,22,Female,52,62,97,64,82,357,71.4,Successful
Khushi Shah,19,Male,52,33,97,50,45,277,55.4,Successful
Pihu Shah,24,Female,52,70,91,70,48,331,66.2,Successful
Shaurya Sharma,24,Female,59,39,61,46,36,241,48.2,Successful
Jiya Shah,19,Male,87,33,97,89,99,405,81,Successful
Aaryan Shah,19,Female,52,78,97,89,45,361,72.2,Successful
Kabir Patel,20,Female,82,81,45,71,45,324,64.8,Successful
Myra Shah,19,Female,52,65,36,63,45,261,52.2,Successful
Aadhya Shah,21,Male,52,35,86,68,79,320,64,Successful
Aarush Sharma,22,Female,48,84,93,89,45,359,71.8,Successful
Ritik Shah,19,Male,52,70,97,62,76,357,71.4,Successful
Aadi Shah,22,Male,73,88,97,38,34,330,66,Successful
Nandini Sharma,21,Male,76,72,52,89,65,354,70.8,Successful
Arjun Patel,23,Female,54,42,48,89,94,327,65.4,Successful
Sara Shah,22,Female,52,50,97,89,49,337,67.4,Successful
Reyansh Patel,23,Female,52,64,97,55,45,313,62.6,Successful
Saanvi Shah,19,Female,66,38,97,40,38,279,55.8,Successful
Krish Sharma,21,Female,75,72,69,82,87,385,77,Successful
Shaurya Patel,19,Male,36,39,85,89,50,299,59.8,Successful
Vivaan Patel,21,Male,52,34,97,45,95,323,64.6,Successful
Kabir Patel,24,Male,52,98,69,50,45,314,62.8,Successful
Aryan Sharma,19,Female,62,70,60,98,80,370,74,Successful
Vihaan Sharma,22,Female,73,79,97,89,83,421,84.2,Successful
Vihaan Sharma,22,Female,52,35,94,89,52,322,64.4,Successful
Nidhi Patel,20,Male,54,70,97,89,54,364,72.8,Successful
Jiya Patel,23,Female,49,70,34,89,72,314,62.8,Successful
Vivaan Sharma,21,Male,62,69,97,84,45,357,71.4,Successful
Pihu Shah,23,Female,52,90,81,89,47,359,71.8,Successful
Ishaan Shah,23,Female,52,70,42,92,48,304,60.8,Successful
Darsh Sharma,22,Male,92,70,84,72,35,353,70.6,Successful
Sai Patel,23,Male,99,70,45,89,83,386,77.2,Successful
Shreya Shah,24,Female,85,70,40,59,45,299,59.8,Successful
Neha Patel,22,Female,59,43,97,99,98,396,79.2,Successful
Nidhi Sharma,21,Female,52,74,49,82,40,297,59.4,Successful
Aadi Sharma,24,Female,60,91,97,89,43,380,76,Successful
Dhruv Shah,22,Female,83,51,97,78,93,402,80.4,Successful
Vivaan Sharma,23,Female,95,80,50,94,47,366,73.2,Successful
Mohammad Sharma,22,Male,52,49,97,89,47,334,66.8,Successful
Saanvi Sharma,24,Female,52,70,94,63,39,318,63.6,Successful
Vihaan Sharma,19,Male,52,96,73,39,45,305,61,Successful
Aadhya Shah,22,Female,57,70,97,89,45,358,71.6,Successful
Rudra Sharma,20,Male,38,35,67,97,65,302,60.4,Successful
Vihaan Sharma,21,Female,64,75,97,48,45,329,65.8,Successful
Ansh Sharma,20,Female,52,55,56,65,45,273,54.6,Successful
Darsh Shah,22,Female,33,70,63,34,45,245,49,Successful
Myra Patel,20,Male,56,54,97,47,65,319,63.8,Successful
Arjun Shah,23,Male,52,70,67,89,55,333,66.6,Successful
Vihaan Shah,19,Female,52,43,97,59,45,296,59.2,Successful
Nidhi Sharma,20,Female,40,92,97,96,96,421,84.2,Successful
Nidhi Shah,19,Male,68,100,97,89,45,399,79.8,Successful
Atharva Shah,19,Female,58,74,74,83,69,358,71.6,Successful
Aryan Patel,21,Male,95,95,60,44,33,327,65.4,Successful
Arjun Patel,19,Male,70,34,97,42,45,288,57.6,Successful
Ishaan Shah,19,Male,52,70,64,73,45,304,60.8,Successful
Rudra Patel,23,Female,86,74,57,69,64,350,70,Successful
Reyansh Patel,21,Male,37,78,57,89,45,306,61.2,Successful
Pihu Sharma,22,Male,52,59,97,89,62,359,71.8,Successful
Myra Sharma,24,Female,52,99,63,85,43,342,68.4,Successful
Nidhi Patel,21,Female,67,51,97,59,41,315,63,Successful
Vihaan Shah,20,Female,69,87,94,59,47,356,71.2,Successful
Aadi Patel,20,Female,52,70,45,69,60,296,59.2,Successful
Aarush Patel,24,Male,52,53,55,89,45,294,58.8,Successful
Aditi Sharma,23,Male,87,47,95,89,73,391,78.2,Successful
Rudra Patel,20,Female,33,58,46,64,80,281,56.2,Successful
Pranav Sharma,23,Female,47,60,97,74,45,323,64.6,Successful
Sara Sharma,19,Female,52,70,42,40,35,239,47.8,Successful
Rudra Patel,22,Male,89,70,95,94,45,393,78.6,Successful
Dhruv Sharma,21,Female,78,70,62,89,45,344,68.8,Successful
Aayan Patel,22,Female,52,70,65,48,97,332,66.4,Successful
Sara Sharma,21,Female,55,70,72,53,45,295,59,Successful
Neha Sharma,23,Male,52,58,46,84,78,318,63.6,Successful
Aaryan Sharma,21,Female,74,52,67,61,92,346,69.2,Successful
Myra Shah,21,Female,49,33,77,78,45,282,56.4,Successful
Aaryan Sharma,23,Female,52,63,97,86,84,382,76.4,Successful
Ritik Patel,19,Female,50,70,37,89,86,332,66.4,Successful
Vivaan Sharma,24,Female,65,70,97,57,78,367,73.4,Successful
Arnav Patel,23,Male,52,50,97,89,74,362,72.4,Successful
Aditi Patel,24,Male,52,81,100,89,45,367,73.4,Successful
Advik Sharma,19,Female,72,70,97,40,100,379,75.8,Successful
Vihaan Sharma,24,Female,100,47,97,43,47,334,66.8,Successful
Vivaan Sharma,24,Female,52,50,97,89,45,333,66.6,Successful
Mohammad Patel,23,Male,39,48,71,97,88,343,68.6,Successful
Darsh Shah,21,Female,46,70,66,89,70,341,68.2,Successful
Aadhya Shah,19,Female,49,83,85,86,53,356,71.2,Successful
Kabir Shah,22,Male,52,51,97,71,86,357,71.4,Successful
Arnav Sharma,19,Male,52,93,84,89,41,359,71.8,Successful
Ansh Shah,19,Female,53,69,69,97,45,333,66.6,Successful
Rudra Sharma,22,Female,52,96,75,79,37,339,67.8,Successful
Rudra Patel,22,Male,61,88,36,85,42,312,62.4,Successful
Darsh Shah,21,Female,52,70,48,89,76,335,67,Successful
Aadhya Shah,22,Female,52,95,97,81,43,368,73.6,Successful
Krish Shah,24,Female,52,70,97,89,96,404,80.8,Successful
Shreyansh Patel,23,Female,57,79,97,71,95,399,79.8,Successful
Aadi Shah,21,Male,57,76,77,59,92,361,72.2,Successful
Shaurya Sharma,24,Female,52,66,93,98,61,370,74,Successful
Shreyansh Patel,23,Female,55,97,97,89,73,411,82.2,Successful
Vivaan Sharma,22,Male,76,70,97,40,45,328,65.6,Successful
Arnav Patel,20,Male,73,58,60,89,40,320,64,Successful
Shaurya Shah,23,Male,52,62,81,69,45,309,61.8,Successful
Saanvi Shah,19,Male,52,70,62,83,86,353,70.6,Successful
Neha Sharma,20,Female,51,51,49,34,98,283,56.6,Successful
Nandini Sharma,20,Male,88,57,37,43,56,281,56.2,Successful
Nidhi Sharma,21,Female,52,41,91,74,90,348,69.6,Successful
Jiya Sharma,22,Female,75,70,97,89,68,399,79.8,Successful
Vihaan Shah,23,Female,52,70,97,71,36,326,65.2,Successful
Darsh Patel,19,Female,93,34,100,41,45,313,62.6,Successful
Saanvi Sharma,24,Female,70,70,42,74,45,301,60.2,Successful
Shreya Shah,24,Male,61,70,97,89,45,362,72.4,Successful
Mohammad Shah,24,Female,52,34,60,81,82,309,61.8,Successful
Khushi Sharma,19,Male,76,70,77,51,68,342,68.4,Successful
Neha Sharma,21,Male,48,100,33,89,64,334,66.8,Successful
Darsh Sharma,20,Female,52,70,51,85,48,306,61.2,Successful
Anvi Patel,23,Female,61,70,95,46,52,324,64.8,Successful
Advik Sharma,20,Female,69,65,84,39,63,320,64,Successful
Aryan Patel,20,Male,52,38,58,77,45,270,54,Successful
Ananya Sharma,20,Male,36,99,56,62,85,338,67.6,Successful
Reyansh Patel,21,Male,52,98,46,89,45,330,66,Successful
Sai Sharma,20,Male,52,70,35,89,45,291,58.2,Successful
Aditya Sharma,21,Female,52,38,48,89,45,272,54.4,Successful
Saanvi Sharma,22,Male,39,75,45,89,79,327,65.4,Successful
Riya Sharma,21,Male,52,70,97,82,95,396,79.2,Successful
Mohammad Shah,22,Female,52,38,97,71,94,352,70.4,Successful
Arnav Shah,23,Female,52,76,97,60,67,352,70.4,Successful
Pihu Patel,20,Female,52,40,49,86,75,302,60.4,Successful
Ansh Sharma,24,Female,50,84,97,50,60,341,68.2,Successful
Ishaan Shah,19,Female,52,43,94,80,94,363,72.6,Successful
Aayan Shah,19,Female,65,94,93,34,56,342,68.4,Successful
Aayan Sharma,19,Male,52,69,85,99,66,371,74.2,Successful
Pranav Sharma,23,Male,82,70,66,77,45,340,68,Successful
Kian Shah,20,Male,52,49,97,51,84,333,66.6,Successful
Pihu Sharma,22,Male,59,99,86,87,86,417,83.4,Successful
Ananya Patel,21,Female,89,42,83,88,65,367,73.4,Successful
Vihaan Shah,20,Female,100,70,94,89,45,398,79.6,Successful
Aditya Shah,20,Male,52,53,65,92,93,355,71,Successful
Rudra Patel,23,Male,52,58,60,36,64,270,54,Successful
Sai Shah,20,Male,39,79,97,75,49,339,67.8,Successful
Aditi Sharma,23,Female,44,51,81,45,45,266,53.2,Successful
Aditya Patel,19,Male,62,82,40,90,56,330,66,Successful
Kabir Shah,23,Female,56,45,97,89,45,332,66.4,Successful
Aryan Sharma,24,Male,86,41,97,89,99,412,82.4,Successful
Krish Sharma,23,Female,54,52,60,88,40,294,58.8,Successful
Aaradhya Sharma,21,Male,56,60,90,44,58,308,61.6,Successful
Aayan Patel,21,Male,45,88,97,89,45,364,72.8,Successful
Aaryan Sharma,19,Male,55,37,97,78,34,301,60.2,Successful
Reyansh Sharma,23,Male,94,100,51,66,39,350,70,Successful
Ishaan Sharma,21,Male,52,74,97,43,53,319,63.8,Successful
Advik Shah,23,Male,52,70,97,90,35,344,68.8,Successful
Aaryan Sharma,24,Female,63,65,34,45,45,252,50.4,Successful
Vihaan Sharma,19,Male,73,59,81,79,45,337,67.4,Successful
Nidhi Sharma,21,Male,53,99,97,89,84,422,84.4,Successful
Aarush Sharma,24,Female,96,52,79,61,45,333,66.6,Successful
Myra Patel,24,Male,52,70,54,85,68,329,65.8,Successful
Aditya Sharma,23,Female,77,73,84,44,45,323,64.6,Successful
Vihaan Patel,20,Male,41,93,95,42,45,316,63.2,Successful
Saanvi Patel,22,Male,69,70,97,96,97,429,85.8,Successful
Aditi Sharma,24,Female,65,70,94,89,45,363,72.6,Successful
Aadhya Sharma,24,Female,34,97,89,65,61,346,69.2,Successful
Kabir Shah,24,Female,89,67,85,85,42,368,73.6,Successful
Saanvi Sharma,22,Female,52,70,45,89,62,318,63.6,Successful
Arjun Shah,23,Female,94,93,88,72,34,381,76.2,Successful
Myra Sharma,19,Male,52,38,97,89,43,319,63.8,Successful
Aaryan Patel,22,Male,52,70,97,89,68,376,75.2,Successful
Aayan Shah,20,Male,100,70,97,89,45,401,80.2,Successful
Kabir Patel,19,Female,46,75,97,89,80,387,77.4,Successful
Aryan Sharma,19,Female,91,78,96,54,85,404,80.8,Successful
Ansh Shah,20,Female,52,54,36,89,54,285,57,Successful
Ananya Patel,24,Female,83,62,56,45,45,291,58.2,Successful
Darsh Shah,23,Male,41,70,97,98,43,349,69.8,Successful
Aaradhya Patel,19,Male,90,89,97,89,65,430,86,Successful
Advik Patel,20,Female,71,87,52,34,59,303,60.6,Successful
Jiya Patel,24,Female,52,36,59,49,45,241,48.2,Successful
Reyansh Sharma,21,Female,52,95,90,89,97,423,84.6,Successful
Vihaan Sharma,23,Male,36,38,97,89,36,296,59.2,Successful
Aditi Sharma,24,Female,83,92,98,58,92,423,84.6,Successful
Advik Sharma,20,Female,52,70,63,89,38,312,62.4,Successful
Aditi Sharma,23,Female,52,38,35,89,97,311,62.2,Successful
Arnav Shah,21,Female,50,73,51,39,63,276,55.2,Successful
Krish Patel,24,Female,41,77,97,55,45,315,63,Successful
Aaryan Patel,19,Male,46,41,44,84,45,260,52,Successful
Aarush Shah,22,Male,88,70,80,67,38,343,68.6,Successful
Vivaan Shah,19,Female,55,70,97,86,40,348,69.6,Successful
Aaryan Sharma,20,Female,53,86,97,89,45,370,74,Successful
Aadhya Shah,23,Male,52,37,97,37,36,259,51.8,Successful
Vivaan Shah,22,Female,100,63,95,89,45,392,78.4,Successful
Vivaan Shah,20,Male,52,56,67,89,45,309,61.8,Successful
Aditi Sharma,24,Female,39,95,97,69,97,397,79.4,Successful
Aarush Shah,19,Female,52,70,55,81,60,318,63.6,Successful
Aaryan Sharma,23,Male,52,70,89,41,45,297,59.4,Successful
Ansh Patel,19,Female,52,33,97,43,45,270,54,Successful
Vihaan Sharma,23,Male,80,83,49,80,45,337,67.4,Successful
Dhruv Patel,24,Female,52,84,97,44,73,350,70,Successful
Reyansh Shah,23,Female,98,97,73,89,45,402,80.4,Successful
Advik Shah,19,Female,52,81,74,89,57,353,70.6,Successful
Saanvi Patel,20,Female,52,73,44,88,45,302,60.4,Successful
Pihu Shah,24,Female,33,70,41,81,85,310,62,Successful
Mohammad Sharma,20,Male,67,60,68,38,42,275,55,Successful
Khushi Shah,24,Male,52,70,97,89,45,353,70.6,Successful
Ansh Shah,23,Male,75,67,39,94,54,329,65.8,Successful
Vivaan Patel,21,Male,83,48,93,89,81,394,78.8,Successful
Reyansh Sharma,19,Female,81,70,97,89,50,387,77.4,Successful
Aarush Shah,23,Male,52,76,33,67,78,306,61.2,Successful
Rudra Sharma,22,Female,52,70,97,85,72,376,75.2,Successful
Nidhi Sharma,21,Female,52,62,93,70,81,358,71.6,Successful
Rudra Sharma,22,Male,52,91,59,65,45,312,62.4,Successful
Aayan Patel,20,Female,44,99,84,70,45,342,68.4,Successful
Krish Sharma,20,Male,68,80,49,67,45,309,61.8,Successful
Aaryan Shah,21,Female,52,41,97,84,56,330,66,Successful
Neha Shah,23,Female,52,60,97,89,45,343,68.6,Successful
Neha Shah,20,Female,69,70,98,36,56,329,65.8,Successful
Vivaan Shah,22,Female,36,71,88,89,40,324,64.8,Successful
Kian Sharma,19,Female,71,47,35,64,66,283,56.6,Successful
Atharva Sharma,24,Male,33,70,97,89,45,334,66.8,Successful
Anvi Sharma,23,Female,52,70,61,73,45,301,60.2,Successful
Mohammad Patel,21,Female,49,70,82,89,45,335,67,Successful
Aaryan Shah,21,Female,99,68,83,89,50,389,77.8,Successful
Aadi Patel,23,Female,52,96,53,57,41,299,59.8,Successful
Khushi Shah,24,Male,85,63,97,39,87,371,74.2,Successful
Darsh Sharma,24,Female,51,41,75,48,53,268,53.6,Successful
Vihaan Shah,19,Female,85,38,58,77,45,303,60.6,Successful
Aryan Shah,22,Male,52,35,76,58,43,264,52.8,Successful
Aarav Shah,22,Male,63,70,48,54,99,334,66.8,Successful
Anvi Patel,20,Male,50,70,87,49,91,347,69.4,Successful
Anvi Sharma,24,Male,90,70,68,68,42,338,67.6,Successful
Khushi Sharma,21,Male,52,85,38,71,45,291,58.2,Successful
Shreya Sharma,24,Female,96,63,65,41,45,310,62,Successful
Kian Patel,23,Female,75,48,97,34,79,333,66.6,Successful
Aaryan Shah,20,Male,53,70,93,79,45,340,68,Successful
Riya Sharma,19,Female,34,72,97,64,79,346,69.2,Successful
Aditya Shah,19,Female,52,36,56,37,76,257,51.4,Successful
Vivaan Patel,24,Male,52,70,79,90,67,358,71.6,Successful
Rudra Shah,19,Male,47,70,97,90,45,349,69.8,Successful
Sara Shah,21,Male,52,70,69,61,45,297,59.4,Successful
Kabir Sharma,23,Female,99,94,36,89,62,380,76,Successful
Ansh Sharma,23,Male,44,70,79,89,58,340,68,Successful
Aarav Patel,21,Female,86,84,56,84,74,384,76.8,Successful
Aadi Sharma,22,Female,52,70,97,48,90,357,71.4,Successful
Arjun Sharma,23,Male,83,70,49,34,45,281,56.2,Successful
Ansh Sharma,20,Male,96,100,97,89,92,474,94.8,Successful
Ishaan Sharma,20,Female,75,64,68,35,66,308,61.6,Successful
Shreyansh Sharma,21,Male,91,57,63,69,82,362,72.4,Successful
Sara Sharma,19,Female,52,49,97,67,45,310,62,Successful
Mohammad Sharma,19,Female,52,70,51,71,45,289,57.8,Successful
Sara Shah,24,Male,99,70,72,72,45,358,71.6,Successful
Aarush Shah,22,Male,52,62,41,89,56,300,60,Successful
Aditi Patel,21,Female,68,94,97,41,42,342,68.4,Successful
Ansh Sharma,19,Male,52,96,97,92,48,385,77,Successful
Vivaan Sharma,24,Male,52,38,90,89,99,368,73.6,Successful
Nandini Sharma,19,Female,79,70,97,89,52,387,77.4,Successful
Mohammad Patel,23,Female,42,70,79,89,45,325,65,Successful
Nidhi Patel,21,Female,52,41,67,89,45,294,58.8,Successful
Ritik Patel,20,Male,92,70,97,92,45,396,79.2,Successful
Sara Shah,21,Female,87,47,97,50,45,326,65.2,Successful
Ananya Sharma,21,Male,52,70,97,35,45,299,59.8,Successful
Ananya Patel,24,Female,50,70,49,42,41,252,50.4,Successful
Sara Sharma,19,Male,52,95,99,89,88,423,84.6,Successful
Aaryan Sharma,20,Female,45,39,76,89,60,309,61.8,Successful
Nandini Sharma,22,Female,52,96,97,33,45,323,64.6,Successful
Riya Shah,20,Male,39,70,51,99,33,292,58.4,Successful
Krish Patel,20,Female,84,70,83,89,68,394,78.8,Successful
Myra Shah,23,Male,84,57,58,76,95,370,74,Successful
Nandini Shah,23,Male,52,70,59,63,45,289,57.8,Successful
Reyansh Sharma,23,Male,52,70,53,36,49,260,52,Successful
Vivaan Sharma,20,Male,51,94,60,89,33,327,65.4,Successful
Aarush Sharma,22,Female,52,70,50,97,45,314,62.8,Successful
Dhruv Sharma,24,Female,45,66,97,55,45,308,61.6,Successful
Vivaan Sharma,24,Female,95,96,50,42,34,317,63.4,Successful
Shreyansh Shah,21,Male,52,95,97,33,77,354,70.8,Successful
Sara Shah,24,Female,52,69,97,65,36,319,63.8,Successful
Darsh Sharma,20,Female,52,94,100,45,46,337,67.4,Successful
Krish Sharma,24,Male,52,84,59,80,83,358,71.6,Successful
Pranav Patel,23,Male,91,50,47,37,42,267,53.4,Successful
Aaryan Sharma,20,Female,46,70,97,74,45,332,66.4,Successful
Sara Sharma,21,Female,52,42,36,89,81,300,60,Successful
Vihaan Sharma,19,Female,52,66,55,65,89,327,65.4,Successful
Ishaan Sharma,23,Female,74,70,36,89,95,364,72.8,Successful
Vihaan Shah,20,Male,35,84,97,89,45,350,70,Successful
Aayan Shah,22,Female,56,64,97,33,41,291,58.2,Successful
Sara Shah,23,Female,52,49,97,87,45,330,66,Successful
Shreya Shah,24,Female,87,78,92,59,79,395,79,Successful
Sai Shah,20,Female,57,40,72,89,59,317,63.4,Successful
Pihu Sharma,21,Female,52,55,97,58,43,305,61,Successful
Aadhya Shah,21,Male,33,58,88,89,86,354,70.8,Successful
Krish Sharma,20,Female,78,81,97,89,45,390,78,Successful
Sai Sharma,19,Female,37,70,72,92,54,325,65,Successful
Arjun Sharma,24,Male,71,47,45,89,45,297,59.4,Successful
Pranav Shah,24,Female,55,41,99,98,44,337,67.4,Successful
Ritik Patel,20,Male,96,66,49,43,74,328,65.6,Successful
Mohammad Sharma,23,Female,52,45,97,89,85,368,73.6,Successful
Vivaan Patel,21,Female,52,70,68,92,45,327,65.4,Successful
Kabir Patel,24,Female,82,42,97,89,45,355,71,Successful
Pihu Sharma,22,Male,40,70,44,89,100,343,68.6,Successful
Aaradhya Sharma,24,Female,86,97,52,47,88,370,74,Successful
Kian Patel,22,Female,82,70,100,68,93,413,82.6,Successful
Ritik Patel,20,Female,52,42,49,72,77,292,58.4,Successful
Aarush Sharma,23,Male,92,68,71,89,36,356,71.2,Successful
Rudra Patel,22,Female,54,70,89,89,33,335,67,Successful
Dhruv Shah,20,Female,52,84,70,37,45,288,57.6,Successful
Ansh Shah,24,Female,79,71,39,89,71,349,69.8,Successful
Arnav Patel,20,Male,89,70,40,98,85,382,76.4,Successful
Ritik Shah,22,Female,35,66,47,90,45,283,56.6,Successful
Neha Sharma,22,Male,52,54,97,89,45,337,67.4,Successful
Aaradhya Patel,22,Female,87,46,86,89,45,353,70.6,Successful
Aaryan Patel,20,Male,36,62,47,89,78,312,62.4,Successful
Reyansh Sharma,20,Female,33,80,86,89,95,383,76.6,Successful
Rudra Sharma,23,Male,52,94,93,89,43,371,74.2,Successful
Nidhi Shah,19,Female,52,59,56,89,45,301,60.2,Successful
Aadi Sharma,20,Male,89,81,97,51,68,386,77.2,Successful
Pihu Shah,21,Male,52,77,40,89,72,330,66,Successful
Aryan Patel,21,Female,48,99,97,54,81,379,75.8,Successful
Aditi Patel,22,Male,86,58,97,81,58,380,76,Successful
Shaurya Sharma,24,Female,52,56,97,92,74,371,74.2,Successful
Mohammad Patel,24,Male,45,89,77,74,46,331,66.2,Successful
Mohammad Patel,20,Female,79,47,97,55,34,312,62.4,Successful
Mohammad Sharma,19,Female,52,51,58,89,37,287,57.4,Successful
Aryan Sharma,23,Male,87,70,97,46,45,345,69,Successful
Kian Patel,20,Male,52,70,55,96,75,348,69.6,Successful
Vivaan Sharma,22,Female,52,64,71,89,48,324,64.8,Successful
Aayan Shah,24,Female,67,94,71,63,45,340,68,Successful
